model,category,ratings,color,display,processor,ram,android_version,camera,storage,storage_category,battery,battery_category,price_gbp,price_category,imgURL
SAMSUNG Galaxy F13,Phones,4.3,Sunrise Copper,other_types,not mentioned,4,12,50,64,Medium Storage,6000,High Battery,90.47,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/x/s/-original-imagfhu6dcpdnqkh.jpeg?q=70
SAMSUNG Galaxy F13,Phones,4.3,Waterfall Blue,other_types,not mentioned,4,12,50,128,High Storage,6000,High Battery,99.99,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/8/4/-original-imagfhu75eupxyft.jpeg?q=70
SAMSUNG Galaxy F13,Phones,4.3,Nightsky Green,other_types,not mentioned,4,12,50,128,High Storage,6000,High Battery,99.99,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/i/v/-original-imagfhu6bdzhnmkz.jpeg?q=70
SAMSUNG Galaxy F13,Phones,4.3,Sunrise Copper,other_types,not mentioned,4,12,50,128,High Storage,6000,High Battery,99.99,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/x/s/-original-imagfhu6dcpdnqkh.jpeg?q=70
SAMSUNG Galaxy F23 5G,Phones,4.3,Aqua Blue,other_types,Snapdragon750GProcessor,6,12,50,128,High Storage,5000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/h/k/-original-imagcg22czc3ggvw.jpeg?q=70
SAMSUNG Galaxy F23 5G,Phones,4.3,Forest Green,other_types,Snapdragon750GProcessor,6,12,50,128,High Storage,5000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/p/z/-original-imagcg22pf79cgau.jpeg?q=70
SAMSUNG Galaxy F04,Phones,4.2,Jade Purple,LCD,not mentioned,4,12,13,64,Medium Storage,5000,High Battery,66.66,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/p/9/-original-imaghgbyypzkzvud.jpeg?q=70
SAMSUNG Galaxy F04,Phones,4.2,Opal Green,LCD,not mentioned,4,12,13,64,Medium Storage,5000,High Battery,66.66,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/d/o/-original-imaghgbyhy6banxv.jpeg?q=70
SAMSUNG Galaxy F14 5G,Phones,4.2,GOAT Green,LCD,not mentioned,6,13,50,128,High Storage,6000,High Battery,133.24,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/i/k/galaxy-f14-5g-sm-e146bzggins-samsung-original-imagnzdkprfwj9hv.jpeg?q=70
SAMSUNG Galaxy F23 5G,Phones,4.3,Copper Blush,other_types,Snapdragon750GProcessor,6,12,50,128,High Storage,5000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/c/v/-original-imagehzbaw2wugme.jpeg?q=70
SAMSUNG Galaxy F14 5G,Phones,4.2,OMG Black,LCD,not mentioned,6,13,50,128,High Storage,6000,High Battery,133.24,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/b/r/galaxy-f14-5g-sm-e146bzkhins-samsung-original-imagnzdkvrt2sxrq.jpeg?q=70
SAMSUNG Galaxy M04,Phones,4.1,Dark Blue,other_types,Heilo35P,4,12,13,64,Medium Storage,5000,High Battery,77.08,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/n/h/galaxy-m04-sm-m045f-samsung-original-imagh8ghfyxznzyu.jpeg?q=70
SAMSUNG Galaxy F13,Phones,4.3,Waterfall Blue,other_types,not mentioned,4,12,50,64,Medium Storage,6000,High Battery,90.47,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/8/4/-original-imagfhu75eupxyft.jpeg?q=70
SAMSUNG Galaxy M04,Phones,4.1,Light Green,other_types,Heilo35P,4,12,13,64,Medium Storage,5000,High Battery,77.95,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/f/y/galaxy-m04-sm-m045f-samsung-original-imagh799vffkjf8t.jpeg?q=70
SAMSUNG Galaxy F14 5G,Phones,4.2,GOAT Green,LCD,not mentioned,4,13,50,128,High Storage,6000,High Battery,123.71,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/i/k/galaxy-f14-5g-sm-e146bzggins-samsung-original-imagnzdkprfwj9hv.jpeg?q=70
SAMSUNG Galaxy F14 5G,Phones,4.2,OMG Black,LCD,not mentioned,4,13,50,128,High Storage,6000,High Battery,123.71,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/b/r/galaxy-f14-5g-sm-e146bzkhins-samsung-original-imagnzdkvrt2sxrq.jpeg?q=70
SAMSUNG Galaxy F13,Phones,4.3,Nightsky Green,other_types,not mentioned,4,12,50,64,Medium Storage,6000,High Battery,90.47,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/i/v/-original-imagfhu6bdzhnmkz.jpeg?q=70
SAMSUNG Galaxy M33 5G,Phones,4.2,Mystique Green,other_types,not mentioned,6,13,50,128,High Storage,6000,High Battery,156.94,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/3/d/-original-imagdc8mjnhxbgxj.jpeg?q=70
SAMSUNG Galaxy F14 5G,Phones,4.2,B.A.E. Purple,LCD,Heilo35P,6,12,13,128,High Storage,6000,High Battery,133.24,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/0/c/galaxy-f14-5g-sm-e146blvgins-samsung-original-imagnzdkxyfqhd6r.jpeg?q=70
SAMSUNG Galaxy M04,Phones,4.1,Light Green,other_types,not mentioned,4,12,50,128,High Storage,5000,High Battery,88.76,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/y/b/galaxy-m04-sm-m045f-samsung-original-imagmazrn5szgza8.jpeg?q=70
SAMSUNG Galaxy M13,Phones,4.2,Aqua Green,other_types,not mentioned,6,13,0,128,High Storage,6000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/0/o/-original-imagghc2rfwf6q9j.jpeg?q=70
SAMSUNG GALAXY M13 5G,Phones,4.1,Midnight Blue,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,135.57,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/p/7/-original-imagghcyfszjbgzp.jpeg?q=70
SAMSUNG Galaxy M33 5G,Phones,4.2,Mystique Green,other_types,not mentioned,6,1,50,128,High Storage,6000,High Battery,156.94,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/3/d/-original-imagdc8mjnhxbgxj.jpeg?q=70
SAMSUNG GALAXY M13,Phones,4.2,Aqua Green,other_types,not mentioned,4,12,50,64,Medium Storage,6000,High Battery,106.62,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/p/g/-original-imagkn6dk4pbcf4d.jpeg?q=70
SAMSUNG GALAXY M13,Phones,4.2,Midnight Blue,other_types,not mentioned,6,12,50,128,High Storage,6000,High Battery,122.66,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/r/8/-original-imagghcfsdbuemmd.jpeg?q=70
SAMSUNG Galaxy M33 5G,Phones,4.2,Emerald Brown,other_types,Heilo35P,8,12,50,128,High Storage,6000,High Battery,168.36,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/j/q/-original-imagge7hrnffunna.jpeg?q=70
SAMSUNG Galaxy M04,Phones,4.1,Dark Blue,other_types,not mentioned,4,12,13,128,High Storage,5000,High Battery,99.71,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/n/h/galaxy-m04-sm-m045f-samsung-original-imagh8ghfyxznzyu.jpeg?q=70
SAMSUNG GALAXY M13,Phones,4.2,Midnight Blue,other_types,not mentioned,4,12,50,64,Medium Storage,6000,High Battery,106.66,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/r/8/-original-imagghcfsdbuemmd.jpeg?q=70
SAMSUNG Galaxy M33 5G,Phones,4.2,Deep Ocean Blue,other_types,not mentioned,6,12,50,128,High Storage,6000,High Battery,160.94,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/w/a/-original-imagdc87gdyremd3.jpeg?q=70
SAMSUNG Galaxy A23,Phones,4.2,Black,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,166.66,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/s/g/h/-original-imagcv8jdxumgvxy.jpeg?q=70
SAMSUNG Galaxy S20 FE 5G,Phones,4.2,Cloud Mint,other_types,not mentioned,8,12,50,128,High Storage,4500,Medium Battery,262.71,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jzgfdejgc.jpeg?q=70
SAMSUNG GALAXY M13 5G,Phones,4.1,Stardust Brown,other_types,"Dimensity1080,",4,13,48,64,Medium Storage,5000,High Battery,122.19,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/6/n/-original-imagghbz5jffndyy.jpeg?q=70
SAMSUNG GALAXY M13,Phones,4.2,Midnight Blue,other_types,"Dimensity1080,",4,13,48,64,Medium Storage,6000,High Battery,110.47,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/r/8/-original-imagghcfsdbuemmd.jpeg?q=70
SAMSUNG Galaxy S21 FE 5G,Phones,4.3,Graphite,AMOLED,not mentioned,8,12,32,128,High Storage,4500,Medium Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/kzrbiq80/mobile/h/x/n/galaxy-s21-fe-5g-sm-g990ezaiinu-samsung-original-imagbpfzbrnueypq.jpeg?q=70
SAMSUNG Galaxy S21 FE 5G,Phones,4.3,Lavender,AMOLED,not mentioned,8,12,50,128,High Storage,4500,Medium Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/kzpw2vk0/mobile/u/o/q/galaxy-s21-fe-5g-lavender-8gb-128gb-storage-sm-g990elviinu-original-imagbnbdaj3tygup.jpeg?q=70
SAMSUNG GALAXY M13 5G,Phones,4.1,?Stardust Brown,other_types,not mentioned,6,12,32,128,High Storage,5000,High Battery,136.17,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/6/n/-original-imagghbz5jffndyy.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.2,Awesome Violet,other_types,"Dimensity1080,",8,13,48,128,High Storage,5000,High Battery,295.23,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/j/y/galaxy-a34-5g-sm-a346elvcins-samsung-original-imagnpz5dhysxrgw.jpeg?q=70
SAMSUNG Galaxy S21 FE 5G,Phones,4.3,White,AMOLED,not mentioned,8,12,32,128,High Storage,4500,Medium Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/l30hmkw0/mobile/w/j/o/galaxy-s21-fe-5g-sm-g990ewziinu-samsung-original-image8dzwv3bch4k.jpeg?q=70
SAMSUNG GALAXY M13,Phones,4.2,Stardust Brown,other_types,not mentioned,6,12,50,128,High Storage,6000,High Battery,122.8,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/-original-imagghcfzz2n8gxc.jpeg?q=70
SAMSUNG Galaxy S20 FE 5G,Phones,4.2,Cloud Navy,other_types,not mentioned,8,10,12,128,High Storage,4500,Medium Battery,261.33,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/m/w/-original-imag47fdfgmg2gnh.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.2,Peach,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,157.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/w/g/x/-original-imagcv74zmfuu3cx.jpeg?q=70
SAMSUNG Galaxy A23 5G,Phones,3.8,Light Blue,LCD,Snapdragon695,8,12,50,128,High Storage,5000,High Battery,228.48,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/d/r/-original-imagmym54wrhzgpn.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.0,Black,LCD,not mentioned,6,13,50,128,High Storage,5000,High Battery,171.42,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/w/b/-original-imagmefcaj26vdhg.jpeg?q=70
SAMSUNG Galaxy A04s,Phones,4.1,Copper,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,119.04,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/v/a/-original-imaghufzhr9hhhnj.jpeg?q=70
SAMSUNG GALAXY M13 5G,Phones,4.1,Aqua Green,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,133.8,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/u/a/-original-imagghcygdr6gngh.jpeg?q=70
SAMSUNG Galaxy M33 5G,Phones,4.2,Emerald Brown,other_types,not mentioned,6,12,50,128,High Storage,6000,High Battery,159.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/k/p/galaxy-m33-5g-sm-m336bzgpins-samsung-original-imagqutjgrhgcvry.jpeg?q=70
SAMSUNG GALAXY M13 5G,Phones,4.1,Aqua Green,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,121.24,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/u/a/-original-imagghcygdr6gngh.jpeg?q=70
SAMSUNG Galaxy A03 Core,Phones,4.1,Onyx,other_types,not mentioned,2,11,8,32,Low Storage,5000,High Battery,66.57,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/7/q/galaxy-a03-core-sm-a032fck6ins-samsung-original-imagmb5kvceyb2yc.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.1,Dark Red,LCD,not mentioned,8,13,50,128,High Storage,5000,High Battery,190.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/c/5/-original-imagmefcgvntdtha.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.0,Dark Red,LCD,not mentioned,6,13,50,128,High Storage,5000,High Battery,171.42,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/c/5/-original-imagmefcgvntdtha.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.1,Black,LCD,not mentioned,4,13,50,64,Medium Storage,5000,High Battery,152.37,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/w/b/-original-imagmefcaj26vdhg.jpeg?q=70
SAMSUNG Galaxy S20 FE,Phones,4.0,Cloud Mint,other_types,not mentioned,8,10,12,128,High Storage,4500,Medium Battery,261.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/f/m/-original-imagkn6dw4vybxqz.jpeg?q=70
SAMSUNG Galaxy A04e,Phones,4.2,Light Blue,LCD,not mentioned,3,13,13,64,Medium Storage,5000,High Battery,95.23,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/j/q/-original-imagh2pzwytdknpx.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.1,Black,LCD,not mentioned,8,13,50,128,High Storage,5000,High Battery,190.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/w/b/-original-imagmefcaj26vdhg.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.1,Black,LCD,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,152.37,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/w/b/-original-imagmefcaj26vdhg.jpeg?q=70
SAMSUNG Galaxy A04,Phones,4.0,Black,LCD,Gen8,4,13,50,128,High Storage,5000,High Battery,114.19,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/3/k/-original-imagh2prjymxvgqz.jpeg?q=70
SAMSUNG Galaxy S23 Plus 5G,Phones,4.5,Cream,HD+ AMOLED,Snapdragon750GProcessor,8,12,50,256,High Storage,4700,Medium Battery,280.6,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/c/x/-original-imagmg6gy7x3xwcg.jpeg?q=70
SAMSUNG Galaxy F23 5G,Phones,4.2,Aqua Blue,other_types,not mentioned,4,12,50,128,High Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/h/k/-original-imagcg22czc3ggvw.jpeg?q=70
SAMSUNG Galaxy A04s,Phones,4.1,Green,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,119.04,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/z/y/-original-imaghufz2jt46n8v.jpeg?q=70
SAMSUNG Galaxy A23,Phones,4.2,Peach,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,166.66,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/5/k/x/-original-imagcv8jubmd9pb6.jpeg?q=70
SAMSUNG Galaxy A04,Phones,4.0,Green,LCD,Snapdragon888,4,11,50,128,High Storage,5000,High Battery,123.8,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/l/y/-original-imagh2pqyvzjnc5y.jpeg?q=70
SAMSUNG Galaxy A04s,Phones,4.1,Black,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,119.04,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/q/t/-original-imaghufzepfjunmu.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.2,Green,other_types,not mentioned,6,11,50,128,High Storage,5000,High Battery,155.19,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/o/-original-imaggy3yrdqzsvfc.jpeg?q=70
SAMSUNG Galaxy A03 Core,Phones,4.1,Green,LCD,not mentioned,2,13,8,32,Low Storage,5000,High Battery,80.03,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/v/9/galaxy-a03-core-sm-a032fzkdins-sm-a032fzk5ins-samsung-original-imaghzxw2uuxuftu.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.1,Light Green,LCD,Snapdragon750GProcessor,8,12,50,128,High Storage,5000,High Battery,190.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/l/g/-original-imagmefctrqmqjrp.jpeg?q=70
SAMSUNG Galaxy F23 5G,Phones,4.2,Forest Green,other_types,not mentioned,4,11,50,128,High Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/p/z/-original-imagcg22pf79cgau.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.2,White,other_types,Snapdragon720GProcessor,4,11,48,64,Medium Storage,6000,High Battery,104.75,Budget,https://rukminim2.flixcart.com/image/312/312/kmjhw280/mobile/l/i/s/galaxy-m12-galaxy-m12-samsung-original-imagffyujuzhbuz7.jpeg?q=70
SAMSUNG Galaxy A52,Phones,4.3,Awesome Blue,HD+ AMOLED,not mentioned,6,12,64,128,High Storage,4500,Medium Battery,247.43,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmf7ki80/mobile/s/z/a/galaxy-a52-sm-a525fzbgins-samsung-original-imagfb4xdvtk8zzb.jpeg?q=70
SAMSUNG Galaxy A23,Phones,4.3,Blue,other_types,not mentioned,8,13,50,128,High Storage,5000,High Battery,190.38,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/h/3/u/-original-imagcv8jfcrdu8jv.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.1,Light Green,LCD,not mentioned,4,11,50,64,Medium Storage,5000,High Battery,152.37,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/l/g/-original-imagmefctrqmqjrp.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.2,Black,other_types,not mentioned,4,13,48,64,Medium Storage,6000,High Battery,119.03,Budget,https://rukminim2.flixcart.com/image/312/312/kmjhw280/mobile/0/n/y/galaxy-m12-galaxy-m12-samsung-original-imagffyz6hhrw5s5.jpeg?q=70
SAMSUNG Galaxy A14 5G,Phones,4.1,Dark Red,LCD,not mentioned,4,13,50,64,Medium Storage,5000,High Battery,152.37,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/c/5/-original-imagmefcgvntdtha.jpeg?q=70
SAMSUNG Galaxy A23 5G,Phones,4.1,Orange,LCD,Snapdragon695,6,12,50,128,High Storage,5000,High Battery,209.51,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/p/g/-original-imagm2jtdqagpcfe.jpeg?q=70
SAMSUNG Galaxy A23 5G,Phones,4.1,Silver,LCD,Snapdragon695,6,12,50,128,High Storage,5000,High Battery,209.51,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/g/i/-original-imagmfhbbex3ubzy.jpeg?q=70
SAMSUNG Galaxy A03 Core,Phones,4.1,Bronze,LCD,not mentioned,2,11,8,32,Low Storage,5000,High Battery,68.56,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/j/k/galaxy-a03-core-sm-a032fzcdins-samsung-original-imagks7mvgp7syja.jpeg?q=70
SAMSUNG Galaxy Z Flip4 5G,Phones,3.7,Graphite,HD+ AMOLED,Snapdragon1P,8,12,12,256,High Storage,3700,Low Battery,280.6,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/u/o/-original-imagh7nnpy9wgyzh.jpeg?q=70
SAMSUNG Galaxy A03,Phones,4.1,Black,other_types,not mentioned,3,11,48,32,Low Storage,5000,High Battery,89.52,Budget,https://rukminim2.flixcart.com/image/312/312/l0sgyvk0/mobile/i/v/i/-original-imagchh8dyfquhfj.jpeg?q=70
SAMSUNG Galaxy A23 5G,Phones,3.8,Silver,LCD,Snapdragon695,8,12,50,128,High Storage,5000,High Battery,228.56,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/g/i/-original-imagmfhbbex3ubzy.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.2,Awesome Silver,other_types,"Dimensity1080,",8,13,48,128,High Storage,5000,High Battery,295.23,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/l/galaxy-a34-5g-sm-a346ezseins-samsung-original-imagnpz4fqyfqzqq.jpeg?q=70
SAMSUNG Galaxy F62,Phones,4.3,Laser Blue,HD+ AMOLED,not mentioned,8,11,64,128,High Storage,7000,High Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/a/j/b/galaxy-f62-sm-e625fzbdins-samsung-original-imagygxtmgavmhbm.jpeg?q=70
SAMSUNG Galaxy S20 FE 5G,Phones,4.2,Cloud Navy,other_types,not mentioned,8,10,12,128,High Storage,4500,Medium Battery,266.62,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/h/r/galaxy-s20-fe-5g-sm-g781b-ds-samsung-original-imagqhqyetny3sxq.jpeg?q=70
SAMSUNG Galaxy M53 5G,Phones,4.0,Deep Ocean Blue,other_types,not mentioned,8,12,108,128,High Storage,5000,High Battery,285.7,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/o/0/-original-imagfzjymhrwrebm.jpeg?q=70
SAMSUNG Galaxy A03 Core,Phones,4.1,Black,LCD,not mentioned,2,11,8,32,Low Storage,5000,High Battery,68.47,Budget,https://rukminim2.flixcart.com/image/312/312/kwqq1zk0/mobile/j/0/f/-original-imag9cm79ubcv4bd.jpeg?q=70
SAMSUNG Galaxy S22 Ultra 5G,Phones,4.3,Green,AMOLED,not mentioned,12,12,108,256,High Storage,5000,High Battery,171.09,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/h/2/-original-imaggj68pbbezxcr.jpeg?q=70
SAMSUNG GALAXY M13,Phones,4.2,Stardust Brown,other_types,not mentioned,4,12,50,64,Medium Storage,6000,High Battery,99.9,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/-original-imagghcfzz2n8gxc.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.2,Black,other_types,not mentioned,4,11,48,64,Medium Storage,6000,High Battery,119.03,Budget,https://rukminim2.flixcart.com/image/312/312/kmjhw280/mobile/0/n/y/galaxy-m12-galaxy-m12-samsung-original-imagffyz6hhrw5s5.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.2,Awesome Graphite,other_types,"Dimensity1080,",8,13,48,128,High Storage,5000,High Battery,295.23,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/a/v/galaxy-a34-5g-sm-a346ezkeins-samsung-original-imagnpz4h7xg6pgg.jpeg?q=70
SAMSUNG Galaxy S22 Ultra 5G,Phones,4.3,Phantom Black,AMOLED,not mentioned,12,12,108,256,High Storage,5000,High Battery,185.37,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/t/r/-original-imaggj68cgtdacxn.jpeg?q=70
SAMSUNG Galaxy S23 5G,Phones,4.5,Green,HD+ AMOLED,Gen8,8,13,50,256,High Storage,3900,Low Battery,137.74,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/j/p/-original-imagmg6gmq9kzq9j.jpeg?q=70
SAMSUNG Galaxy S23 5G,Phones,4.5,Green,HD+ AMOLED,Gen8,8,13,50,128,High Storage,3900,Low Battery,90.12,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/j/p/-original-imagmg6gmq9kzq9j.jpeg?q=70
SAMSUNG Galaxy A03 Core,Phones,4.1,Mint,other_types,not mentioned,2,11,8,32,Low Storage,5000,High Battery,68.56,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/v/p/galaxy-a03-core-sm-a032flgd-samsung-original-imagg6h7sqygbdcs.jpeg?q=70
SAMSUNG Galaxy S23 5G,Phones,4.5,Lavender,HD+ AMOLED,Gen8,8,13,50,256,High Storage,3900,Low Battery,137.74,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/l/3/-original-imagmg6gyu3zemex.jpeg?q=70
SAMSUNG Galaxy M32,Phones,4.2,Black,other_types,not mentioned,4,11,64,64,Medium Storage,6000,High Battery,142.85,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/p/v/-original-imag4pfhmcgbhtuv.jpeg?q=70
SAMSUNG Galaxy S23 5G,Phones,4.5,Phantom Black,HD+ AMOLED,Gen8,8,13,50,128,High Storage,3900,Low Battery,90.12,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/7/r/-original-imagmg6gyxbn4md9.jpeg?q=70
SAMSUNG Galaxy S23 5G,Phones,4.5,Phantom Black,HD+ AMOLED,Gen8,8,13,50,256,High Storage,3900,Low Battery,137.74,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/7/r/-original-imagmg6gyxbn4md9.jpeg?q=70
SAMSUNG Galaxy A34 5G,Phones,4.2,Awesome Lime,other_types,"Dimensity1080,",8,13,48,128,High Storage,5000,High Battery,295.23,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/h/m/galaxy-a34-5g-sm-a346elgains-samsung-original-imagnpz52hphfccb.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.2,Black,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,157.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/g/q/o/-original-imagcv74epgf4fya.jpeg?q=70
