model,category,ratings,color,display,processor,ram,android_version,camera,storage,storage_category,battery,battery_category,price_gbp,price_category,imgURL
SAMSUNG Galaxy J3 Pro,Phones,4.2,Black,other_types,not mentioned,2,10,8,16,Low Storage,2600,Low Battery,80.86,Budget,https://rukminim2.flixcart.com/image/312/312/j3orcsw0/mobile/h/w/k/samsung-galaxy-j3-pro-sm-j320fzkgins-original-imaeurqgzeasewhg.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.1,Blue,other_types,not mentioned,4,12,50,128,High Storage,5000,High Battery,147.61,Budget,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/q/u/z/-original-imagcv74cev7ges4.jpeg?q=70
SAMSUNG Galaxy J3 Pro,Phones,4.2,Gold,other_types,not mentioned,2,5,8,16,Low Storage,2600,Low Battery,80.86,Budget,https://rukminim2.flixcart.com/image/312/312/j3orcsw0/mobile/r/p/v/samsung-galaxy-j3-pro-sm-j320fzdgins-original-imaeurqgnaz4puyt.jpeg?q=70
SAMSUNG Galaxy S22 5G,Phones,4.3,Green,AMOLED,not mentioned,8,12,50,256,High Storage,3700,Low Battery,137.74,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/y/6/-original-imaggj686yhjdrgk.jpeg?q=70
SAMSUNG Galaxy S22 Ultra 5G,Phones,4.2,Phantom White,AMOLED,not mentioned,12,12,108,256,High Storage,5000,High Battery,252.02,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/c/t/-original-imaggj699hhujaqe.jpeg?q=70
SAMSUNG Galaxy Z Fold4 5G,Phones,4.2,Graygreen,HD+ AMOLED,Snapdragon1P,12,12,50,256,High Storage,4400,Medium Battery,227.88,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/v/o/-original-imagh7nzmxwmbpvf.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.1,White,other_types,not mentioned,6,11,48,128,High Storage,6000,High Battery,161.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmwcuq80/mobile/6/1/0/galaxy-m12-galaxy-m12-samsung-original-imagfzug8wycsxnb.jpeg?q=70
SAMSUNG Galaxy A30s,Phones,4.3,Prism Crush White,other_types,not mentioned,4,9,25,64,Medium Storage,4000,Medium Battery,180.0,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k4vmxzk0/mobile/5/y/k/samsung-galaxy-a30s-sm-a307fzwvins-original-imafk8hxudftet9g.jpeg?q=70
SAMSUNG Galaxy A50s,Phones,4.3,Prism Crush Violet,other_types,not mentioned,4,9,48,128,High Storage,4000,Medium Battery,200.67,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k0flmkw0/mobile/x/e/s/samsung-galaxy-a50s-sm-a507fzlvins-original-imafk8h4pfhftnz6.jpeg?q=70
SAMSUNG Galaxy On Nxt,Phones,4.3,Gold,other_types,not mentioned,3,6,13,16,Low Storage,3300,Low Battery,106.67,Budget,https://rukminim2.flixcart.com/image/312/312/jbqtqq80/mobile/s/8/9/samsung-galaxy-on-nxt-sm-g610fzdiins-original-imafff3naye6xhz5.jpeg?q=70
SAMSUNG Galaxy A50s,Phones,2.9,Prism Crush Black,other_types,not mentioned,4,9,48,128,High Storage,4000,Medium Battery,200.67,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/f/z/r/galaxy-a50s-128-gb-b-sm-a507fzkvins-samsung-4-original-imafk8h5pchaezfy.jpeg?q=70
SAMSUNG Galaxy Z Fold4 5G,Phones,3.9,Phantom Black,HD+ AMOLED,Snapdragon1P,12,12,50,256,High Storage,4400,Medium Battery,227.88,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/n/h/-original-imagh7nzh2gcdj2x.jpeg?q=70
SAMSUNG M01 core,Phones,4.2,Blue,LCD,MediaTek,2,10,8,32,Low Storage,3000,Low Battery,61.81,Budget,https://rukminim2.flixcart.com/image/312/312/kddf6a80/mobile/g/y/v/samsung-m01-core-b089mv96rw-original-imafuaghffexhag6.jpeg?q=70
SAMSUNG Galaxy A03s,Phones,4.2,Blue,LCD,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/ksgehzk0/mobile/x/q/1/galaxy-a03s-sm-a037fzbgins-sm-a037fzb6ins-samsung-original-imag6ygnvtkhgjzg.jpeg?q=70
SAMSUNG Galaxy M14 5G,Phones,4.2,ICY Silver,other_types,Snapdragon(SDM450-F01),4,10,50,128,High Storage,6000,High Battery,141.76,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/2/5/galaxy-m14-5g-sm-m146b-samsung-original-imagzwrqnpzujxks.jpeg?q=70
SAMSUNG Galaxy M14 5G,Phones,4.2,Smoky Teal,other_types,not mentioned,6,13,50,128,High Storage,6000,High Battery,171.32,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/6/d/galaxy-m14-5g-sm-m146b-samsung-original-imagzvnkybtue5da.jpeg?q=70
SAMSUNG Galaxy M14 5G,Phones,4.2,Berry Blue,other_types,not mentioned,6,13,50,128,High Storage,6000,High Battery,147.52,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/x/n/galaxy-m14-5g-sm-m146b-samsung-original-imagzwssnfnzkpex.jpeg?q=70
SAMSUNG Galaxy M52 5G,Phones,4.4,Icy Blue,other_types,not mentioned,6,11,64,128,High Storage,5000,High Battery,276.18,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/w/h/-original-imag7zx66vpkp9mg.jpeg?q=70
SAMSUNG Galaxy A50,Phones,4.4,Black,AMOLED,not mentioned,6,9,25,64,Medium Storage,4000,Medium Battery,228.57,Mid-Range,https://rukminim2.flixcart.com/image/312/312/jsyyufk0/mobile/e/9/v/samsung-galaxy-a50-sm-a505fzkgins-original-imafefgh2bgdetj4.jpeg?q=70
SAMSUNG Galaxy M52 5G,Phones,4.4,Blazing Black,other_types,not mentioned,6,11,64,128,High Storage,5000,High Battery,238.09,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/5/r/-original-imag7h2tmrsaugcz.jpeg?q=70
SAMSUNG Galaxy S23 Ultra 5G,Phones,4.0,Green,HD+ AMOLED,Gen8,12,13,200,1,Low Storage,5000,High Battery,227.88,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/s/7/-original-imagmg6gktts6sfy.jpeg?q=70
SAMSUNG Galaxy A04,Phones,4.4,Copper,LCD,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,106.66,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/s/7/-original-imagh2pzxpvggmah.jpeg?q=70
SAMSUNG Galaxy J6,Phones,4.3,Blue,other_types,not mentioned,3,8,13,32,Low Storage,3000,Low Battery,109.52,Budget,https://rukminim2.flixcart.com/image/312/312/jjelq4w0/mobile/w/n/8/samsung-galaxy-j6-sm-j600gzbgins-original-imaf6zpf6q8tjcva.jpeg?q=70
SAMSUNG Galaxy S22 5G,Phones,4.2,Phantom White,AMOLED,not mentioned,8,12,50,256,High Storage,3700,Low Battery,71.08,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/4/i/-original-imaggj686gertymh.jpeg?q=70
SAMSUNG Galaxy M11,Phones,4.3,Black,LCD,Snapdragon(SDM450-F01),3,10,13,32,Low Storage,5000,High Battery,123.8,Budget,https://rukminim2.flixcart.com/image/312/312/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyhxwghgwf.jpeg?q=70
SAMSUNG Galaxy Z Flip4 5G,Phones,4.3,Bora Purple,HD+ AMOLED,Snapdragon1P,8,12,12,256,High Storage,3700,Low Battery,280.6,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/v/7/-original-imagh7nnb7ssj3xq.jpeg?q=70
SAMSUNG Galaxy A50s,Phones,4.3,Prism Crush White,other_types,not mentioned,4,9,48,128,High Storage,4000,Medium Battery,237.14,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k0flmkw0/mobile/v/n/a/samsung-galaxy-a50s-sm-a507fzwvins-original-imafk8h46pjhgwms.jpeg?q=70
SAMSUNG Galaxy M33 5G,Phones,3.9,Deep Ocean Blue,other_types,not mentioned,8,13,50,128,High Storage,6000,High Battery,190.38,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/w/a/-original-imagdc87gdyremd3.jpeg?q=70
SAMSUNG Galaxy A14,Phones,4.2,Silver,LCD,not mentioned,4,12,50,128,High Storage,5000,High Battery,156.18,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/5/z/galaxy-a14-sm-a145fzsdins-samsung-original-imagq6cp4mbhejzn.jpeg?q=70
SAMSUNG Galaxy F54 5G,Phones,4.1,Meteor Blue,HD+ AMOLED,not mentioned,8,13,108,256,High Storage,6000,High Battery,285.7,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/2/b/galaxy-f54-5g-sm-e546bdbhins-samsung-original-imagq79fjhhcb6u2.jpeg?q=70
SAMSUNG Galaxy A14,Phones,3.9,Light Green,LCD,not mentioned,4,13,50,64,Medium Storage,5000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/e/c/galaxy-a14-sm-a145flgdins-samsung-original-imagq6czvb7qgbmc.jpeg?q=70
SAMSUNG Galaxy S22 5G,Phones,4.3,Phantom Black,AMOLED,not mentioned,8,12,50,256,High Storage,3700,Low Battery,71.08,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/2/9/-original-imaggj68htbzzfhy.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.1,Blue,other_types,not mentioned,4,12,50,64,Medium Storage,5000,High Battery,142.76,Budget,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/q/u/z/-original-imagcv74cev7ges4.jpeg?q=70
SAMSUNG Galaxy M12,Phones,4.0,Black,other_types,not mentioned,6,11,48,128,High Storage,6000,High Battery,161.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kmwcuq80/mobile/m/1/b/galaxy-m12-galaxy-m12-samsung-original-imagfzunsgwpfgbd.jpeg?q=70
SAMSUNG Galaxy S22 Plus 5G,Phones,4.3,Green,AMOLED,Gen8,8,12,50,256,High Storage,4500,Medium Battery,223.46,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/f/p/-original-imaggj68zy3fbtzy.jpeg?q=70
SAMSUNG Galaxy S22 5G,Phones,4.4,Phantom White,AMOLED,not mentioned,8,12,50,128,High Storage,3700,Low Battery,70.99,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/4/i/-original-imaggj686gertymh.jpeg?q=70
SAMSUNG Galaxy A7,Phones,4.1,Black,AMOLED,not mentioned,4,8,24,64,Medium Storage,3300,Low Battery,212.38,Mid-Range,https://rukminim2.flixcart.com/image/312/312/jmgmmq80/mobile/r/z/z/samsung-galaxy-a7-sm-a750fzkhins-original-imaf9d35udmkv2rg.jpeg?q=70
SAMSUNG GALAXY M13 5G,Phones,4.2,Aqua Green,other_types,not mentioned,6,12,50,128,High Storage,5000,High Battery,142.76,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/u/a/-original-imagghcygdr6gngh.jpeg?q=70
SAMSUNG Galaxy A04s,Phones,4.0,Copper,other_types,not mentioned,4,12,50,128,High Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/v/a/-original-imaghufzhr9hhhnj.jpeg?q=70
SAMSUNG S22 Ultra 5G,Phones,4.3,Burgundy,other_types,not mentioned,12,10,108,256,High Storage,5000,High Battery,223.46,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l1pc3gw0/mobile/5/3/m/s22-ultra-5g-256gb-12gb-ram-burgundy-s22-ultra-samsung-original-imagd79exg8w9gmq.jpeg?q=70
SAMSUNG Galaxy A22 5G,Phones,4.1,Violet,other_types,Dimensity700,8,11,48,128,High Storage,5000,High Battery,190.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/ks3jjbk0/mobile/2/r/a/a22-5g-sm-a226b-ds-samsung-original-imag5qzck3mkjvqn.jpeg?q=70
SAMSUNG Galaxy A22 5G,Phones,4.3,Gray,TFT,Dimensity700,6,11,48,128,High Storage,5000,High Battery,149.43,Budget,https://rukminim2.flixcart.com/image/312/312/krme93k0/mobile/0/d/n/galaxy-a22-5g-sm-a226bzajins-samsung-original-imag5dgh3fpehhhx.jpeg?q=70
SAMSUNG Galaxy F12,Phones,4.3,Celestial Black,other_types,not mentioned,4,10,48,64,Medium Storage,6000,High Battery,99.99,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/6/o/e/galaxy-f12-sm-f127gzkgins-samsung-original-imagftmhuqq3arbg.jpeg?q=70
SAMSUNG Galaxy M21,Phones,4.2,Midnight Blue,other_types,not mentioned,4,11,48,64,Medium Storage,6000,High Battery,135.7,Budget,https://rukminim2.flixcart.com/image/312/312/kah413k0/mobile/z/m/g/samsung-galaxy-m21-b07hgjj55il-original-imafsfewggf3dqwc.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.3,White,LCD,not mentioned,4,10,48,64,Medium Storage,5000,High Battery,114.05,Budget,https://rukminim2.flixcart.com/image/312/312/krz97rk0/mobile/g/3/m/galaxy-a12-exynos-850-sm-a127fzwjins-samsung-original-imag5n52vmhdygr2.jpeg?q=70
SAMSUNG Galaxy F41,Phones,4.0,Fusion Black,other_types,not mentioned,6,9,64,64,Medium Storage,6000,High Battery,152.37,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kfzq8i80/mobile/w/s/2/samsung-galaxy-f41-sm-f415fzkdins-original-imafwbnvxuhzvtpv.jpeg?q=70
SAMSUNG Galaxy On6,Phones,4.4,Black,AMOLED,not mentioned,6,9,13,64,Medium Storage,4000,Medium Battery,167.62,Mid-Range,https://rukminim2.flixcart.com/image/312/312/jit64cw0-1/mobile/4/8/h/samsung-galaxy-on6-sm-j600gf-original-imaf6j6zhqa3yfvz.jpeg?q=70
SAMSUNG Galaxy F62,Phones,4.2,Laser Grey,AMOLED,not mentioned,6,10,64,128,High Storage,5000,High Battery,228.56,Mid-Range,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/4/y/h/galaxy-f62-sm-e625fzkdins-samsung-original-imagygxzrsmbhptk.jpeg?q=70
SAMSUNG Galaxy M42 5G,Phones,4.3,Prism Dot Black,other_types,not mentioned,4,10,48,64,Medium Storage,6000,High Battery,204.29,Mid-Range,https://rukminim2.flixcart.com/image/312/312/koenl3k0/mobile/c/b/r/galaxy-m42-5g-sm-m426bzkgins-samsung-original-imag2vggv8jqgh7s.jpeg?q=70
SAMSUNG Galaxy M30s,Phones,4.1,Blue,other_types,not mentioned,8,9,48,128,High Storage,5000,High Battery,133.32,Budget,https://rukminim2.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/g/f/m/samsung-galaxy-m30s-sm-m307fzbdins-original-imafkzzf3vfqzrfz.jpeg?q=70
SAMSUNG Galaxy A33,Phones,4.3,Awesome White,other_types,Snapdragon(SDM450-F01),4,7,48,64,Medium Storage,6000,High Battery,261.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/9/8/x/-original-imagexexsaxegzxk.jpeg?q=70
SAMSUNG Galaxy M21,Phones,4.2,Raven Black,LCD,MediaTek,4,10,48,64,Medium Storage,5000,High Battery,123.8,Budget,https://rukminim2.flixcart.com/image/312/312/kah413k0/mobile/d/m/z/samsung-galaxy-m21-b07hgh8d2r-original-imafsfexgymaayrk.jpeg?q=70
SAMSUNG Galaxy M11,Phones,4.4,Violet,other_types,not mentioned,2,12,13,32,Low Storage,4000,Medium Battery,123.8,Budget,https://rukminim2.flixcart.com/image/312/312/kavefm80/mobile/h/c/y/samsung-galaxy-m11-sm-m115fzleins-original-imafscgysncykdxv.jpeg?q=70
SAMSUNG Galaxy A10s,Phones,4.6,Blue,other_types,Snapdragon(SDM439),6,10,13,64,Medium Storage,3300,Low Battery,90.38,Budget,https://rukminim2.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/q/m/g/galaxy-a10s-32-gb-c-sm-a107fzbdins-samsung-2-original-imafjycggdwt5akh.jpeg?q=70
SAMSUNG Galaxy Note 8,Phones,4.2,Orchid Grey,LCD,not mentioned,3,10,12,32,Low Storage,4000,Medium Battery,80.61,Budget,https://rukminim2.flixcart.com/image/312/312/js98x3k0/mobile/g/h/a/samsung-galaxy-note-8-na-original-imafdvaqjabwvguk.jpeg?q=70
SAMSUNG Galaxy M01,Phones,4.2,Red,other_types,Snapdragon(SDM450-F01),4,10,13,64,Medium Storage,6000,High Battery,85.7,Budget,https://rukminim2.flixcart.com/image/312/312/kavefm80/mobile/b/g/z/samsung-galaxy-m01-sm-m015gzrdins-original-imafscggbdypyqqc.jpeg?q=70
SAMSUNG Galaxy M32 Prime Edition,Phones,4.2,Black,LCD,not mentioned,3,11,64,32,Low Storage,5000,High Battery,116.05,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/2/e/-original-imagjhqzefepgn4t.jpeg?q=70
SAMSUNG Galaxy M11,Phones,4.3,Metallic Blue,other_types,not mentioned,6,11,13,64,Medium Storage,6000,High Battery,104.75,Budget,https://rukminim2.flixcart.com/image/312/312/kavefm80/mobile/w/u/z/samsung-galaxy-m11-sm-m115fmbeins-original-imafscgycugcewty.jpeg?q=70
SAMSUNG Galaxy A22 5G,Phones,4.1,Gray,TFT,Dimensity700,6,11,64,128,High Storage,5000,High Battery,228.56,Mid-Range,https://rukminim2.flixcart.com/image/312/312/krme93k0/mobile/0/d/n/galaxy-a22-5g-sm-a226bzajins-samsung-original-imag5dgh3fpehhhx.jpeg?q=70
SAMSUNG Galaxy F42 5G,Phones,4.3,Matte Aqua,other_types,Dimensity700,6,10,48,128,High Storage,5000,High Battery,199.99,Mid-Range,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/mobile/6/z/p/galaxy-f42-5g-sm-e426bzbgins-samsung-original-imag7anfz8jzxkv4.jpeg?q=70
SAMSUNG Galaxy F22,Phones,3.9,Denim Black,other_types,Heilo80P,1,11,8,16,Low Storage,6000,High Battery,128.56,Budget,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/p/y/u/galaxy-f22-sm-e225fzkhins-samsung-original-imag4z99fagskjxd.jpeg?q=70
SAMSUNG Galaxy F02s,Phones,4.2,Diamond White,other_types,Snapdragon450,6,12,64,128,High Storage,5000,High Battery,99.99,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/n/u/a/galaxy-f02s-sm-e025fawfins-samsung-original-imagfthzsy3btzkj.jpeg?q=70
SAMSUNG Galaxy M32,Phones,4.0,Light Blue,other_types,not mentioned,6,12,64,128,High Storage,6000,High Battery,127.64,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/3/x/-original-imag4pfh2p9hhygz.jpeg?q=70
SAMSUNG Galaxy A53,Phones,4.2,Awesome Black,HD+ AMOLED,not mentioned,1,11,5,16,Low Storage,5000,High Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/f/b/6/-original-imagexeyn7p8ehzh.jpeg?q=70
SAMSUNG Galaxy M32 Prime Edition,Phones,4.2,Light Blue,other_types,not mentioned,6,12,64,128,High Storage,6000,High Battery,108.29,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/f/n/-original-imagjhr894wgfzzc.jpeg?q=70
SAMSUNG Galaxy A22,Phones,4.0,Black,other_types,not mentioned,6,11,48,128,High Storage,5000,High Battery,161.9,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/6/3/t/a22-sm-a22sf-ds-samsung-original-imag4pfdwfpbjguk.jpeg?q=70
SAMSUNG Galaxy A53,Phones,4.2,Awesome Peach,HD+ AMOLED,not mentioned,4,12,64,64,Medium Storage,5000,High Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/l3xcr680/mobile/1/9/o/-original-imagexezfaz48pzt.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.2,Blue,LCD,not mentioned,4,11,48,64,Medium Storage,5000,High Battery,123.8,Budget,https://rukminim2.flixcart.com/image/312/312/krz97rk0/mobile/g/n/h/galaxy-a12-mtk-g35-sm-a125fzbjins-samsung-original-imag5n53wm8rg4tw.jpeg?q=70
SAMSUNG Galaxy M32 Prime Edition,Phones,4.1,Light Blue,other_types,not mentioned,4,12,50,64,Medium Storage,6000,High Battery,120.74,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/f/n/-original-imagjhr894wgfzzc.jpeg?q=70
SAMSUNG Galaxy A03,Phones,4.1,Blue,other_types,not mentioned,4,10,13,64,Medium Storage,5000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/l0sgyvk0/mobile/z/4/7/-original-imagchh89wufbej2.jpeg?q=70
SAMSUNG Galaxy A13,Phones,4.3,White,other_types,not mentioned,4,11,5,128,High Storage,5000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/p/h/e/-original-imagcv7424zgvfk8.jpeg?q=70
SAMSUNG M02s,Phones,4.0,Blue,other_types,Snapdragon450P,1,11,64,8,Low Storage,5000,High Battery,81.88,Budget,https://rukminim2.flixcart.com/image/312/312/kk2wl8w0/mobile/o/c/v/m02s-sb08rswhmz65-samsung-original-imafzg9at5uyrwhh.jpeg?q=70
SAMSUNG Galaxy M32 5G,Phones,4.2,Sky Blue,other_types,not mentioned,8,10,48,128,High Storage,5000,High Battery,180.94,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/t/1/-original-imag6jm69crass7p.jpeg?q=70
SAMSUNG Galaxy M42 5G,Phones,4.2,Prism Dot Gray,AMOLED,Snapdragon750G,6,10,48,128,High Storage,5000,High Battery,199.13,Mid-Range,https://rukminim2.flixcart.com/image/312/312/koenl3k0/mobile/z/x/r/galaxy-m42-5g-sm-m426bzkgins-samsung-original-imag2vpg9gthtpgz.jpeg?q=70
SAMSUNG Galaxy M02,Phones,4.1,Black,other_types,MediaTek,2,9,13,32,Low Storage,5000,High Battery,70.76,Budget,https://rukminim2.flixcart.com/image/312/312/kkzrpu80/mobile/q/0/5/galaxy-m02-b08t2nnt4s1-samsung-original-imagy73chee62pyq.jpeg?q=70
SAMSUNG Galaxy M32 Prime Edition,Phones,4.2,Black,other_types,not mentioned,4,10,48,64,Medium Storage,6000,High Battery,108.57,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/2/e/-original-imagjhqzefepgn4t.jpeg?q=70
SAMSUNG Galaxy A21s,Phones,4.2,Blue,other_types,not mentioned,6,11,32,64,Medium Storage,5000,High Battery,190.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kbi9h8w0/mobile/q/2/x/samsung-galaxy-a21s-sm-a217fzbfins-original-imafsuyataz9hpmz.jpeg?q=70
SAMSUNG Galaxy M40,Phones,4.0,Midnight Blue,other_types,MediaTek,6,11,13,128,High Storage,3500,Low Battery,150.46,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k51cpe80pkrrdj/mobile/t/p/8/samsung-galaxy-m40-m40-original-imafgrennxenxgfh.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.3,Black,LCD,not mentioned,4,11,48,64,Medium Storage,5000,High Battery,123.8,Budget,https://rukminim2.flixcart.com/image/312/312/krz97rk0/mobile/v/2/z/galaxy-a12-exynos-850-sm-a127fzkjins-samsung-original-imag5n52vuufpgcp.jpeg?q=70
SAMSUNG Galaxy F12,Phones,3.6,Celestial Black,other_types,not mentioned,4,12,5,128,High Storage,6000,High Battery,109.51,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/6/o/e/galaxy-f12-sm-f127gzkgins-samsung-original-imagftmhuqq3arbg.jpeg?q=70
SAMSUNG Galaxy M32 5G,Phones,4.2,Slate Black,other_types,Heilo80P,8,10,64,128,High Storage,5000,High Battery,176.18,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/z/x/-original-imag6jmvqyef5nyf.jpeg?q=70
SAMSUNG Galaxy A32,Phones,4.3,Awesome Blue,AMOLED,not mentioned,8,10,64,128,High Storage,5000,High Battery,223.8,Mid-Range,https://rukminim2.flixcart.com/image/312/312/kwmfqfk0/mobile/t/t/6/-original-imag98znfq8jpauy.jpeg?q=70
SAMSUNG Galaxy M32 Prime Edition,Phones,4.3,Black,other_types,not mentioned,6,13,48,128,High Storage,6000,High Battery,138.09,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/2/e/-original-imagjhqzefepgn4t.jpeg?q=70
SAMSUNG Galaxy A51,Phones,4.2,Prism Crush Blue,AMOLED,Snapdragon450,8,5,13,128,High Storage,4000,Medium Battery,266.66,Mid-Range,https://rukminim2.flixcart.com/image/312/312/k62i5jk0/mobile/c/n/s/samsung-galaxy-a51-sm-a515fzbhins-original-imafzhr4cqc4wqnf.jpeg?q=70
SAMSUNG Galaxy F02s,Phones,4.2,Diamond Blue,other_types,"Dimensity1080,",3,1,48,32,Low Storage,5000,High Battery,90.47,Budget,https://rukminim2.flixcart.com/image/312/312/kn22m4w0/mobile/t/z/7/galaxy-f02s-sm-e025fdbfins-samsung-original-imagfthzytxvkmb2.jpeg?q=70
SAMSUNG Galaxy M32 5G,Phones,4.2,Sky Blue,other_types,Snapdragon410,8,11,13,128,High Storage,5000,High Battery,190.47,Mid-Range,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/t/1/-original-imag6jm69crass7p.jpeg?q=70
SAMSUNG Galaxy A12,Phones,4.8,Blue,LCD,not mentioned,4,11,8,128,High Storage,5000,High Battery,142.85,Budget,https://rukminim2.flixcart.com/image/312/312/klb78nk0/mobile/p/y/q/galaxy-a12-sm-a125fzbhins-samsung-original-imagyg84zadwb7xx.jpeg?q=70
SAMSUNG M21 2021 Edition,Phones,4.2,Charcoal Black,other_types,not mentioned,4,10,48,64,Medium Storage,6000,High Battery,109.81,Budget,https://rukminim2.flixcart.com/image/312/312/krp94sw0/mobile/n/j/2/m21-2021-edition-sm-m215gzkhins-samsung-original-imag5fgngku8xcqn.jpeg?q=70
SAMSUNG Galaxy A52,Phones,4.3,Awesome Violet,HD+ AMOLED,Snapdragon720GProcessor,8,11,64,128,High Storage,4500,Medium Battery,304.75,Flagship,https://rukminim2.flixcart.com/image/312/312/kmf7ki80/mobile/z/w/q/galaxy-a52-sm-a525flvhins-samsung-original-imagfb4x2yshzagy.jpeg?q=70
SAMSUNG M02s,Phones,4.2,Black,other_types,Snapdragon450P,4,6,13,64,Medium Storage,5000,High Battery,97.05,Budget,https://rukminim2.flixcart.com/image/312/312/kk2wl8w0/mobile/i/t/a/m02s-sb08rswhmz61-samsung-original-imafzg4azbgz4c3y.jpeg?q=70
SAMSUNG Galaxy M32,Phones,4.3,Black,other_types,not mentioned,6,12,64,128,High Storage,6000,High Battery,127.64,Budget,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/c/r/-original-imag4pfhh7mycw2u.jpeg?q=70
SAMSUNG Galaxy On Nxt,Phones,4.1,Black,other_types,not mentioned,3,11,13,16,Low Storage,3300,Low Battery,106.67,Budget,https://rukminim2.flixcart.com/image/312/312/jbqtqq80/mobile/e/z/z/samsung-galaxy-on-nxt-sm-g610fzkiins-original-imafff34qgyjw5pb.jpeg?q=70
